customer_id,age,annual_income,monthly_debt,loan_amount,loan_term_months,credit_score,employment_years,account_age_months,num_previous_loans,previous_defaults,debt_to_income,loan_to_income,default
C0665,33,1012806,54875,183516,36,590,11.0,14,3,1,0.6502,0.1812,1
C0666,44,1769988,102937,1218160,36,776,9.0,17,6,0,0.6979,0.6882,0
C0667,26,2116378,129750,272071,60,557,10.1,34,4,0,0.7357,0.1286,1
C0668,29,980642,9737,480726,36,710,4.6,167,3,0,0.1192,0.4902,0
C0669,29,927163,10059,473394,48,646,4.8,41,3,0,0.1302,0.5106,1
C0670,41,2398218,24343,607875,36,676,7.3,49,5,0,0.1218,0.2535,0
C0671,56,2048831,56186,908383,48,659,7.5,115,6,0,0.3291,0.4434,0
C0672,23,571844,24171,380096,48,713,0.5,27,0,0,0.5072,0.6647,1
C0673,32,522471,30698,595027,36,680,18.1,175,3,0,0.7051,1.1389,1
C0674,43,1723500,38671,1156859,60,757,2.4,8,3,0,0.2692,0.6712,0
C0675,62,2134485,108038,1676132,24,576,4.3,172,2,2,0.6074,0.7853,1
C0676,31,1470879,14166,1123053,60,675,12.5,60,5,1,0.1156,0.7635,0
C0677,57,1365025,68227,281613,72,783,7.4,114,0,0,0.5998,0.2063,1
C0678,30,2162138,3366,1000318,36,793,11.8,82,4,0,0.0187,0.4627,0
C0679,57,1260787,20346,1548102,48,722,5.1,152,4,0,0.1937,1.2279,1
C0680,46,2185512,40418,1542418,48,702,10.0,31,0,0,0.2219,0.7057,1
C0681,36,2151347,105489,603005,60,733,12.3,109,3,0,0.5884,0.2803,0
C0682,49,963012,35147,316598,48,681,6.9,42,5,0,0.438,0.3288,0
C0683,36,2190221,98818,299070,60,695,0.5,149,6,0,0.5414,0.1365,1
C0684,32,773846,21983,442649,36,689,10.6,101,1,2,0.3409,0.572,1
C0685,42,1469010,2273,306540,60,789,8.6,131,2,1,0.0186,0.2087,0
C0686,44,1862534,111374,1560019,60,711,9.6,127,5,0,0.7176,0.8376,1
C0687,51,904878,45548,909052,48,654,9.4,165,1,0,0.604,1.0046,0
C0688,51,1443395,13603,397319,72,766,8.0,171,6,0,0.1131,0.2753,0
C0689,30,637153,5465,647944,60,762,9.0,153,1,0,0.1029,1.0169,0
C0690,57,1033898,20019,481604,24,738,7.0,10,4,0,0.2324,0.4658,0
C0691,61,1623985,46558,966491,24,696,6.0,11,3,2,0.344,0.5951,1
C0692,29,985297,11439,433084,36,695,9.8,79,3,0,0.1393,0.4395,1
C0693,43,1041089,8471,721175,24,693,8.4,105,3,0,0.0976,0.6927,0
C0694,26,1129595,32997,1083852,60,700,16.5,67,0,0,0.3505,0.9595,0
C0695,58,1987402,32636,89054,36,694,7.9,168,4,0,0.1971,0.0448,0
C0696,31,1557638,55313,985292,12,722,4.3,151,6,0,0.4261,0.6326,0
C0697,33,1308281,61210,137644,12,669,2.9,148,6,0,0.5614,0.1052,0
C0698,23,532392,10955,676909,36,713,4.1,129,2,0,0.2469,1.2714,1
C0699,55,1459905,11166,680484,12,721,13.3,150,3,0,0.0918,0.4661,0
C0700,50,1164369,68167,717531,72,755,1.4,162,6,0,0.7025,0.6162,1
C0701,43,1712899,4080,1500904,24,826,9.5,90,5,0,0.0286,0.8762,1
C0702,34,2012931,119344,1510645,72,633,6.8,148,0,0,0.7115,0.7505,0
C0703,27,409803,24028,114705,36,631,12.7,119,6,0,0.7036,0.2799,0
C0704,23,803297,26279,454731,48,776,4.6,124,6,0,0.3926,0.5661,0
C0705,45,1083258,30986,541274,48,734,11.7,83,2,1,0.3433,0.4997,1
C0706,35,1941305,116021,631639,60,650,3.5,34,1,0,0.7172,0.3254,0
C0707,61,1016221,10351,594471,60,702,8.9,22,6,0,0.1222,0.585,0
C0708,24,1340827,75415,1001952,12,760,6.0,180,5,1,0.6749,0.7473,1
C0709,49,1429388,49378,1134766,12,738,10.5,132,5,0,0.4145,0.7939,0
C0710,23,1923575,45870,221565,60,752,11.1,55,1,0,0.2862,0.1152,0
C0711,27,1328509,14678,108453,48,736,8.2,22,3,0,0.1326,0.0816,0
C0712,39,1316637,64072,549875,36,735,3.9,33,4,0,0.584,0.4176,0
C0713,61,2119325,18361,229379,12,612,7.5,154,0,0,0.104,0.1082,0
C0714,26,2133540,81028,1330811,72,660,3.1,20,0,0,0.4557,0.6238,1
C0715,47,1964780,115322,1307401,72,747,12.5,65,4,1,0.7043,0.6654,0
C0716,29,1704454,90575,1691921,12,642,7.9,172,1,1,0.6377,0.9926,1
C0717,27,1092078,35591,795309,48,674,8.7,136,3,0,0.3911,0.7283,0
C0718,26,815531,40307,964039,60,778,8.0,85,2,0,0.5931,1.1821,0
C0719,32,898278,26171,66948,60,696,1.7,80,4,0,0.3496,0.0745,0
C0720,58,509039,13266,254899,24,667,9.3,114,0,0,0.3127,0.5007,0
C0721,52,1668924,82753,678372,48,635,10.1,91,2,1,0.595,0.4065,1
C0722,23,1215435,63149,1358455,24,687,0.8,64,6,0,0.6235,1.1177,1
C0723,36,1959032,3296,204625,36,846,11.9,98,0,0,0.0202,0.1045,0
C0724,46,464150,8524,257434,36,744,10.4,13,5,2,0.2204,0.5546,1
C0725,35,370144,2687,485917,72,728,8.4,31,1,0,0.0871,1.3128,0
C0726,42,2193456,98899,1747618,36,616,5.1,67,6,0,0.5411,0.7967,0
C0727,27,776997,14562,608424,48,793,12.6,54,5,0,0.2249,0.783,0
C0728,25,1073151,21279,361567,36,682,0.6,143,2,0,0.2379,0.3369,0
C0729,60,2330975,19006,401133,60,710,7.4,126,3,0,0.0978,0.1721,0
C0730,52,1030774,48693,834080,60,654,3.2,88,3,0,0.5669,0.8092,0
C0731,60,433530,9680,465131,24,803,9.3,121,2,0,0.2679,1.0729,0
C0732,39,635504,7506,359380,48,650,8.6,40,0,0,0.1417,0.5655,0
C0733,50,2172265,85105,622563,48,695,3.0,133,0,1,0.4701,0.2866,0
C0734,41,2384554,145301,1399841,12,718,8.6,137,0,1,0.7312,0.587,1
C0735,35,1679881,99676,1760363,72,736,8.2,83,6,0,0.712,1.0479,0
C0736,57,1375281,41252,641072,36,692,0.5,8,3,0,0.3599,0.4661,0
C0737,23,2259728,106203,527266,24,544,0.5,44,5,0,0.564,0.2333,0
C0738,52,2215256,24511,706565,24,571,7.8,93,3,0,0.1328,0.319,0
C0739,58,406265,12012,544589,72,735,3.3,38,0,0,0.3548,1.3405,1
C0740,50,1971851,41274,733838,60,780,3.9,143,1,1,0.2512,0.3722,0
C0741,61,1919494,10350,1170907,48,687,9.7,106,1,0,0.0647,0.61,0
C0742,42,671083,8836,757668,60,744,16.0,49,4,0,0.158,1.129,1
C0743,27,1898557,70733,196757,48,726,6.4,174,0,0,0.4471,0.1036,0
C0744,48,938654,10463,1175023,48,668,7.2,34,6,0,0.1338,1.2518,0
C0745,42,2092781,81129,1256054,36,617,9.4,46,4,0,0.4652,0.6002,1
C0746,32,2149533,106657,1318459,24,564,2.7,22,3,0,0.5954,0.6134,1
C0747,28,1487589,40987,870175,60,583,1.6,94,6,0,0.3306,0.585,0
C0748,50,2200270,50088,1514906,60,761,9.7,104,0,0,0.2732,0.6885,0
C0749,40,1504273,66682,912512,60,669,6.3,61,0,0,0.5319,0.6066,0
C0750,43,2000067,23605,580090,24,628,7.9,121,0,0,0.1416,0.29,0
C0751,52,1878682,53992,129219,12,731,4.8,55,2,1,0.3449,0.0688,0
C0752,27,626234,17878,798244,48,760,12.9,146,6,1,0.3426,1.2747,1
C0753,34,1513732,12169,1458011,12,757,11.7,49,5,0,0.0965,0.9632,0
C0754,57,1186668,8259,1381251,60,634,7.9,119,0,0,0.0835,1.164,0
C0755,26,299569,10182,246421,24,708,10.7,57,1,1,0.4079,0.8226,0
C0756,27,1205128,24004,1568362,24,751,7.1,30,6,0,0.239,1.3014,0
C0757,35,1148721,17834,537395,24,670,10.7,115,0,0,0.1863,0.4678,0
C0758,47,1172413,30848,188446,72,724,10.6,123,2,1,0.3157,0.1607,0
C0759,61,2375373,46946,578356,12,687,8.8,143,4,0,0.2372,0.2435,0
C0760,31,1672704,85277,1647434,72,640,4.1,50,3,1,0.6118,0.9849,1
C0761,60,2162871,133968,1282010,72,736,2.8,65,0,0,0.7433,0.5927,0
C0762,50,1301504,12405,175667,24,649,1.3,164,1,0,0.1144,0.135,0
C0763,38,2141122,85240,1399731,12,639,6.8,77,4,0,0.4777,0.6537,0
C0764,37,1669448,33752,481630,60,808,10.7,93,1,0,0.2426,0.2885,0
C0765,37,1880067,2792,185511,48,680,4.5,167,0,0,0.0178,0.0987,0
C0766,31,664866,40838,625507,24,695,11.0,50,5,0,0.7371,0.9408,1
C0767,35,1307289,39401,1258844,48,717,2.2,83,5,0,0.3617,0.9629,0
C0768,46,1950358,23989,1037157,48,617,3.5,102,3,0,0.1476,0.5318,0
C0769,53,363093,11837,362047,60,630,7.3,27,1,0,0.3912,0.9971,1
C0770,41,1853480,81432,1058403,12,649,10.5,149,1,1,0.5272,0.571,1
C0771,55,1849751,99280,832541,48,687,0.5,107,3,0,0.6441,0.4501,0
C0772,30,1894077,23281,457326,48,779,6.9,150,6,0,0.1475,0.2415,0
C0773,54,1824261,98424,567559,24,610,5.1,114,3,1,0.6474,0.3111,0
C0774,32,1376100,61699,1478299,24,681,2.6,160,5,0,0.538,1.0743,1
C0775,28,1892071,69965,445991,48,727,2.7,26,1,0,0.4437,0.2357,0
C0776,47,1571756,97374,236381,12,630,10.4,111,2,0,0.7434,0.1504,0
C0777,36,1949208,109005,1081218,12,682,6.9,49,0,2,0.6711,0.5547,1
C0778,50,995691,26553,440909,72,733,9.1,51,4,0,0.32,0.4428,0
C0779,36,1058622,18996,907299,48,778,9.0,55,5,0,0.2153,0.8571,1
C0780,28,1864308,38275,184768,36,732,10.6,37,3,0,0.2464,0.0991,1
C0781,26,1396023,7486,253092,24,681,7.0,155,4,0,0.0643,0.1813,0
C0782,40,2318122,90350,1317459,48,649,10.4,127,2,0,0.4677,0.5683,0
C0783,46,1951309,116436,742595,12,700,6.0,97,0,0,0.716,0.3806,0
C0784,31,387711,6027,505609,60,665,0.9,160,6,0,0.1865,1.3041,1
C0785,53,2012778,125461,1754185,36,684,6.8,169,0,0,0.748,0.8715,1
C0786,51,1259615,65509,889207,72,663,0.5,161,3,0,0.6241,0.7059,0
C0787,53,701341,11382,962112,60,642,6.7,55,4,0,0.1947,1.3718,1
C0788,28,1543946,73925,1028956,24,796,6.0,178,3,0,0.5746,0.6664,0
C0789,36,994847,8912,962037,72,607,7.1,28,0,1,0.1075,0.967,1
C0790,39,2277756,34269,1445605,24,752,3.1,177,3,2,0.1805,0.6347,0
C0791,37,551233,23427,723292,60,643,4.6,103,6,0,0.51,1.3121,1
C0792,30,653877,40810,247296,72,759,10.1,93,1,0,0.7489,0.3782,0
C0793,59,287040,15879,253500,48,754,5.0,54,2,0,0.6638,0.8832,1
C0794,61,1211729,53814,69269,60,709,0.5,33,6,0,0.5329,0.0572,0
C0795,54,2191698,11003,1305943,36,726,9.0,176,2,0,0.0602,0.5959,0
C0796,59,2286063,58545,1088143,36,669,4.0,167,6,0,0.3073,0.476,0
C0797,36,1224019,65898,1575458,48,670,6.6,51,2,0,0.646,1.2871,0
C0798,58,1925364,57369,1471656,48,773,0.5,92,3,2,0.3576,0.7644,1
C0799,35,1931601,115489,1738357,12,719,9.9,154,6,0,0.7175,0.9,0
C0800,51,2303507,39964,489911,24,707,12.5,80,5,2,0.2082,0.2127,0
